,売上高10%増フラグ,売上高成長率t+1,売上高t+1,売上高t,売上高t-1,売上高t-2,売上高成長率t,売上高成長率t-1,資産t,負債t,純資産t,営業利益t,当期純利益t,営業CFt,投資CFt,財務CFt,ROSt,ROAt,ROEt,ATt,LEVt,営業CF比率t,投資CF比率t,財務CF比率t,FCFt
扶桑薬品工業,0,1.027865087,51015,49632,49251,46902,1.007735884,1.050083152,69334,34802,34532,1924,1483,3498,-1553,-1671,0.038765313,0.021389217,0.042945674,0.715839271,0.501947097,0.070478723,-0.031290297,-0.033667795,1945
ツムラ,0,1.081029133,140043,129546,116413,123248,1.112813861,0.944542711,350981,92871,258109,22376,18836,21314,-9111,-8181,0.17272629,0.053666723,0.072976921,0.369096903,0.264604067,0.16452843,-0.07033023,-0.063151313,12203
テルモ,1,1.166224231,820209,703303,613842,628897,1.145739457,0.976061263,1473693,461379,1012313,115960,88813,141467,-78454,-70879,0.164879149,0.060265605,0.087732747,0.477238475,0.31307674,0.20114659,-0.111550783,-0.100780176,63013
Ｈ．Ｕ．グループホールディング,0,0.955903042,260908,272944,223016,188712,1.223876314,1.181779643,286587,146408,140178,50490,29599,55229,-30862,-21725,0.184983,0.103281028,0.211152963,0.95239491,0.510867555,0.202345536,-0.113070813,-0.079595082,24367
キッセイ薬品工業,0,1.032302963,67493,65381,69044,63234,0.946946874,1.09188095,238087,35907,202180,-1402,12921,1533,10776,-2756,-0.021443539,0.054270078,0.063908398,0.274609701,0.150814618,0.023447179,0.164818525,-0.042152919,12309
生化学工業,0,0.959972454,33456,34851,27734,28642,1.256616427,0.968298303,75244,8904,66340,4495,3733,8192,870,-2151,0.128977648,0.049611929,0.056270727,0.463173143,0.118335017,0.235057818,0.024963416,-0.061719893,9062
栄研化学,0,1.006395944,43271,42996,38667,36585,1.111955931,1.056908569,62512,16708,45803,8387,6218,7769,-5044,1200,0.195064657,0.099468902,0.1357553,0.687803942,0.267276683,0.180691227,-0.117313238,0.027909573,2725
ＪＣＲファーマ,0,0.672311186,34343,51082,30085,24781,1.697922553,1.214034946,97134,46045,51089,19933,14507,9289,-3250,-2179,0.390215732,0.149350382,0.28395545,0.525892067,0.474035868,0.181844877,-0.063623194,-0.042656905,6039
東和薬品,1,1.261111614,208859,165615,154900,110384,1.06917366,1.403283085,332097,199927,132169,19205,15914,22129,-59729,46540,0.115961718,0.047919734,0.120406449,0.498694658,0.602013869,0.133617124,-0.3606497,0.281013193,-37600
ゼリア新薬工業,1,1.148676342,68383,59532,52757,60426,1.128418978,0.873084434,124282,69189,55092,6366,3961,8950,-2892,-4841,0.106934086,0.031871067,0.071897916,0.479007419,0.556709741,0.150339313,-0.048578916,-0.081317611,6058
第一三共,1,1.223550376,1278478,1044892,962516,981793,1.085584032,0.980365515,2221402,870530,1350872,73025,66972,139226,212339,-86231,0.069887606,0.030148528,0.049576866,0.470375015,0.391883144,0.133244393,0.203216218,-0.082526232,351565
杏林製薬,0,1.07330339,113270,105534,102904,109983,1.025557801,0.935635507,171924,47416,124507,5007,3932,6346,-2560,-4112,0.047444425,0.022870571,0.031580554,0.613841,0.275796282,0.06013228,-0.024257585,-0.038963746,3786
大日本塗料,0,1.088143036,72849,66948,63160,72709,1.059974668,0.868668253,87705,35713,51991,3183,2031,3364,-966,-2841,0.047544363,0.023157175,0.039064453,0.763331623,0.407194573,0.050247954,-0.014429109,-0.04243592,2398
関西ペイント,1,1.214413512,509070,419190,364620,406886,1.149662662,0.896123238,600057,224942,375114,30096,26525,15524,-2087,-64100,0.071795606,0.044204134,0.070711837,0.698583635,0.374867721,0.037033326,-0.004978649,-0.152913953,13437
中国塗料,1,1.180153034,99481,84295,82442,87729,1.022476408,0.939734865,104618,44578,60039,687,257,-238,155,-6318,0.00814995,0.002456556,0.004280551,0.805740886,0.426102583,-0.002823418,0.00183878,-0.074951065,-83
太陽ホールディングス,0,0.993589613,97338,97966,80991,70627,1.209591189,1.146742747,189273,103806,85466,17958,11803,18308,-11258,-11279,0.183308495,0.06235966,0.138101701,0.517590993,0.548445896,0.186881163,-0.11491742,-0.11513178,7050
Ｔ＆Ｋ　ＴＯＫＡ,0,0.982252114,43667,44456,42205,48217,1.053334913,0.875313686,70306,22010,48296,228,2651,2295,-971,-1725,0.005128667,0.037706597,0.054890674,0.632321566,0.313060052,0.051624078,-0.021841821,-0.038802411,1324
日本空調サービス,0,1.060137113,52886,49886,49152,49675,1.014933268,0.989471565,35140,14657,20482,2617,2821,1781,971,-2366,0.052459608,0.080278884,0.13773069,1.419635743,0.417103017,0.035701399,0.019464379,-0.047428136,2752
オリエンタルランド,1,1.752172431,483123,275728,170581,464450,1.61640511,0.367275272,1086884,330567,756317,7733,8067,54602,-138984,48933,0.028045755,0.007422135,0.010666162,0.253686686,0.304141932,0.198028492,-0.504061974,0.177468375,-84382
フォーカスシステムズ,1,1.108303524,29124,26278,23485,22703,1.118926975,1.034444787,23372,8608,14764,1640,1066,1249,-277,-590,0.06240962,0.045610132,0.072202655,1.124336813,0.368303953,0.047530253,-0.010541137,-0.022452241,972
ダスキン,0,1.044629618,170494,163210,153770,159102,1.061390388,0.966486908,198055,47029,151026,9899,8132,19596,-8524,-835,0.060651921,0.041059302,0.053845033,0.824064023,0.237454243,0.120066172,-0.052227192,-0.005116108,11072
クレスコ,0,1.088143982,48368,44450,39706,39337,1.119478165,1.009380481,33136,11002,22134,4457,3236,3222,-1155,-1352,0.100269966,0.097658136,0.146200416,1.341441333,0.332025592,0.072485939,-0.025984252,-0.030416198,2067
フジ・メディア・ホールディング,0,1.020099526,535641,525087,519941,631482,1.009897277,0.823366303,1335991,527202,808788,33338,24879,53859,-46790,-24892,0.063490431,0.018622131,0.030760842,0.393031839,0.394614934,0.102571574,-0.089109043,-0.047405478,7069
ラウンドワン,1,1.473237158,142051,96421,60967,104779,1.581527712,0.581862778,157698,103095,54603,-1726,3937,28304,-8473,-19302,-0.017900665,0.02496544,0.072102265,0.611428173,0.653749572,0.293546012,-0.087875048,-0.200184607,19831
リゾートトラスト,0,1.07635852,169830,157782,167538,159145,0.941768435,1.052738069,394408,287575,106832,8693,5775,22662,2736,-49026,0.055095004,0.014642198,0.054056837,0.400047666,0.729130748,0.143628551,0.017340381,-0.310719854,25398
オービック,1,1.119484555,100167,89476,83862,80488,1.066943312,1.041919292,323927,30359,293567,54135,43500,38972,-44053,-22965,0.605022576,0.134289516,0.148177418,0.276222729,0.093721734,0.435558138,-0.492344316,-0.256661004,-5081
ジャストシステム,0,1.006574527,41950,41676,41174,36503,1.01219216,1.127962085,86224,14924,71300,17166,12165,14081,-2021,-1026,0.411891736,0.141086009,0.170617111,0.483345704,0.17308406,0.337868317,-0.048493138,-0.024618485,12060
ＴＤＣソフト,1,1.139595796,35242,30925,27292,27795,1.133115931,0.98190322,21072,5817,15255,2967,2069,2174,-2,-547,0.095941795,0.098187168,0.135627663,1.46758732,0.276053531,0.070299111,-6.47E-05,-0.017687955,2172
ＬＩＮＥヤフー,0,1.066960951,1672377,1567421,1205846,1052943,1.299851722,1.145214888,7110386,4128188,2982197,189503,77316,266314,-303899,91630,0.120901149,0.010873671,0.025925853,0.220441056,0.580585639,0.169905852,-0.193884732,0.058459087,-37585
ビー・エム・エル,0,0.857013871,159462,186067,138571,120732,1.342755699,1.147757016,179200,57516,121684,48889,33741,45603,-7297,-9828,0.26274944,0.18828683,0.277283784,1.038320313,0.320959821,0.245089135,-0.039217056,-0.052819683,38306
ＩＤホールディングス,1,1.118539831,31101,27805,25766,26377,1.079135295,0.97683588,16238,6792,9446,1869,1046,1842,-9,-1889,0.067218126,0.0644168,0.110734703,1.712341421,0.418278113,0.066247078,-0.000323683,-0.067937421,1833
早稲田アカデミー,0,1.076249518,30728,28551,25453,24611,1.121714533,1.034212344,19663,8232,11431,1821,1108,2645,-1701,-1044,0.063780603,0.056349489,0.096929403,1.452016478,0.418654325,0.092641238,-0.059577598,-0.036566145,944
アルファシステムズ,0,1.049418433,35548,33874,31318,30825,1.081614407,1.015993512,46824,8701,38122,4033,2788,2929,-57,-703,0.119058865,0.059542115,0.073133624,0.723432428,0.185823509,0.086467497,-0.001682707,-0.02075338,2872
ＳＢテクノロジー,0,1.015774444,67227,66183,70451,58324,0.939418887,1.207924697,44365,20985,23379,5152,3630,400,-861,-493,0.077844764,0.081821255,0.155267548,1.491784064,0.473008002,0.006043848,-0.013009383,-0.007449043,-461
ユー・エス・エス,0,1.089541248,88778,81482,74874,78143,1.088254935,0.958166438,229354,46880,182473,41574,29745,36630,-1339,-24680,0.510223117,0.129690348,0.163010418,0.355267403,0.204400185,0.449547139,-0.016433077,-0.302888982,35291
オービックビジネスコンサルタン,0,0.969703945,33704,34757,29252,30068,1.18819226,0.972861514,171907,35267,136639,16357,11811,16053,-803,-4885,0.470610237,0.068705754,0.08643945,0.202184902,0.205151623,0.461863797,-0.02310326,-0.140547228,15250
アイティフォー,0,1.076434992,18322,17021,16289,15239,1.044938302,1.068902159,20010,4403,15606,3031,2112,2811,-353,-544,0.178074144,0.105547226,0.135332564,0.850624688,0.22003998,0.165148934,-0.020739087,-0.031960519,2458
ＳＢＩグローバルアセットマネジ,0,1.076818909,8747,8123,7485,6814,1.085237141,1.098473731,14055,1781,12273,2129,1454,1128,1324,-2149,0.262095285,0.103450729,0.118471441,0.577943792,0.126716471,0.138864951,0.162993968,-0.26455743,2452
山田コンサルティンググループ,1,1.123250256,16450,14645,15315,13576,0.95625204,1.128093695,18419,4584,13834,2501,1716,217,-86,-765,0.170775009,0.093164667,0.124042215,0.795102883,0.248873446,0.014817344,-0.005872311,-0.052236258,131
セントラルスポーツ,0,1.080916258,43602,40338,36027,53386,1.119660255,0.674839846,44777,21237,23540,1517,1540,6322,-482,-2653,0.037607219,0.034392657,0.065420561,0.900864283,0.474283672,0.156725668,-0.011949031,-0.06576925,5840
ビジネスエンジニアリング,0,1.042004505,18506,17760,17707,17728,1.002993167,0.998815433,11491,4016,7475,2412,1643,2287,-713,-701,0.135810811,0.142981464,0.219799331,1.545557393,0.349490906,0.128772523,-0.040146396,-0.039470721,1574
ＷＯＷＯＷ,0,0.967912425,77101,79657,79165,82450,1.006214868,0.960157671,99652,32696,66956,5268,4239,6422,-2112,852,0.066133548,0.042538032,0.063310234,0.799351744,0.328101794,0.080620661,-0.026513677,0.010695858,4310
エン・ジャパン,1,1.241493106,67716,54544,42725,56848,1.276629608,0.751565578,56215,15054,41160,9633,6628,11453,-3086,-1813,0.17660971,0.117904474,0.161030126,0.970274838,0.267793294,0.209977266,-0.056578175,-0.03323922,8367
富士フイルムホールディングス,1,1.131946933,2859041,2525773,2192519,2315141,1.151995946,0.947034759,3955280,1430340,2524940,229702,211180,323934,-153542,-105184,0.090943248,0.053391922,0.083637631,0.638582604,0.361628001,0.12825143,-0.060790103,-0.041644281,170392
コニカミノルタ,1,1.240250991,1130397,911426,863381,996101,1.055647507,0.866760499,1338124,776623,561500,-22297,-26123,37438,-50999,2125,-0.024463862,-0.019522107,-0.046523598,0.681122228,0.580381938,0.041076291,-0.055955174,0.002331511,-13561
高砂香料工業,1,1.149913814,186792,162440,150367,152455,1.080290223,0.986304155,196841,86546,110294,8812,8909,11568,-7258,-2364,0.054247722,0.04525988,0.080775019,0.82523458,0.439674661,0.071213987,-0.044681113,-0.014553066,4310
マンダム,1,1.168860376,67047,57361,63310,81774,0.906033802,0.774206961,85767,16716,69051,-2308,-621,7693,-185,-5385,-0.040236398,-0.007240547,-0.008993353,0.668800354,0.194900136,0.134115514,-0.003225188,-0.093879116,7508
ファンケル,0,0.996182399,103595,103992,114909,126810,0.904994387,0.906150934,100121,26048,74073,9771,7421,13097,-4673,-4155,0.093959151,0.074120314,0.100184953,1.038663218,0.2601652,0.12594238,-0.044936149,-0.039954997,8424
ＣＯＴＡ,0,1.013001956,8804,8691,7324,7460,1.186646641,0.981769437,13084,3544,9540,2151,1393,1660,-1294,-434,0.247497411,0.106465913,0.146016771,0.664246408,0.270865179,0.191002186,-0.148889656,-0.049936716,366
エステー,0,1.002353252,45576,45469,49673,47545,0.915366497,1.044757598,44402,12554,31847,3250,1109,2666,-1669,-1075,0.07147727,0.024976352,0.034822746,1.024030449,0.282735012,0.058633355,-0.036706327,-0.023642482,997
コニシ,0,1.085052476,123339,113671,107750,135180,1.054951276,0.797085368,119148,46251,72897,7298,5135,6198,-2674,-1823,0.064202831,0.04309766,0.070441856,0.95403196,0.388181086,0.054525781,-0.02352403,-0.016037512,3524
荒川化学工業,0,0.98653667,79431,80515,70572,72967,1.140891572,0.967176943,117739,55160,62578,3304,1502,3989,-7401,4927,0.041035832,0.01275703,0.024002045,0.683843077,0.468493872,0.049543563,-0.09192076,0.061193566,-3412
日本高純度化学,0,0.868547611,16254,18714,16622,12969,1.125857298,1.281671679,16868,2624,14243,1201,974,180,-93,-425,0.064176552,0.057742471,0.06838447,1.109437989,0.155560825,0.009618467,-0.004969542,-0.02271027,87
タカラバイオ,1,1.154256341,78142,67699,46086,34565,1.468971054,1.333314046,115712,19647,96064,28902,19849,6985,-7071,-2070,0.426919157,0.171537956,0.206622668,0.585064643,0.169792243,0.1031773,-0.104447628,-0.030576523,-86
ＪＣＵ,1,1.118774736,27137,24256,21192,22319,1.144582861,0.949504906,40892,7726,33166,8990,6370,5091,1044,-2873,0.370629947,0.155776191,0.192064162,0.593172259,0.188936711,0.209886214,0.043040897,-0.118444921,6135
デクセリアルズ,1,1.109233952,106167,95712,65830,57710,1.453926781,1.140703518,128785,64209,64576,26642,16669,25804,-12434,-5783,0.278355901,0.129432776,0.258129955,0.743192142,0.498575145,0.269600468,-0.129910565,-0.060420846,13370
ニチレキ,0,1.005076858,78397,78001,71471,66725,1.091365729,1.071127763,88425,20349,68075,8566,6811,7737,-2361,-1430,0.109819105,0.077025728,0.100051414,0.882114787,0.230127226,0.099191036,-0.030268843,-0.018333098,5376
富士石油,1,1.750696482,850863,486014,344612,462364,1.410322334,0.745326193,352842,288302,64539,16251,15203,-31999,-12546,39940,0.033437308,0.043087274,0.235562993,1.377426724,0.817085268,-0.065839667,-0.025814071,0.082178703,-44545
出光興産,1,1.414179601,9456281,6686761,4556620,6045850,1.467482696,0.753677316,4601183,3164670,1436512,434453,279498,146111,-111628,-30003,0.064972114,0.060744813,0.194567118,1.453269953,0.687794856,0.021850788,-0.016693882,-0.004486926,34483
ＥＮＥＯＳホールディングス,1,1.374920835,15016554,10921759,7658011,10011774,1.426187426,0.764900506,9648219,6414140,3234079,785905,537117,209509,-349925,226046,0.071957731,0.055670067,0.166080359,1.131997418,0.664800415,0.019182716,-0.032039253,0.020696849,-140416
コスモエネルギーホールディング,1,1.143997915,2791872,2440452,2233250,2738003,1.092780477,0.815649216,1938408,1354437,583971,235303,138890,108361,-67511,-42040,0.096417795,0.071651582,0.237837153,1.258998106,0.698736798,0.044402021,-0.027663318,-0.017226317,40850
藤倉コンポジット,0,1.094030653,40687,37190,29275,31999,1.270367208,0.91487234,37750,10277,27473,4160,4062,4795,-418,-3772,0.111858026,0.107602649,0.147854257,0.985165563,0.272238411,0.128932509,-0.011239581,-0.101425114,4377
オカモト,1,1.105993458,99076,89581,86361,90503,1.037285349,0.954233561,117560,42643,74916,7541,5577,10644,-3751,-3827,0.084180797,0.047439605,0.074443377,0.762002382,0.362733923,0.118819839,-0.041872719,-0.042721113,6893
アキレス,0,1.091688281,82917,75953,73617,80225,1.031731801,0.917631661,80123,32395,47728,855,1525,4707,-5030,-860,0.011256962,0.019033236,0.031951894,0.947955019,0.404315864,0.061972536,-0.066225166,-0.011322792,-323
フコク,1,1.151236294,82318,71504,63214,74839,1.131141836,0.844666551,65039,30662,34377,1749,2084,5344,-2846,-2815,0.02446017,0.032042313,0.060621927,1.099401897,0.471440213,0.074737078,-0.039801969,-0.039368427,2498
ニッタ,0,1.050947047,88000,83734,78697,83861,1.064004981,0.938421912,147450,28235,119214,5337,10489,9011,-2874,-3357,0.06373755,0.071135978,0.087984633,0.567880638,0.19148864,0.107614589,-0.034322975,-0.040091241,6137
住友理工,1,1.213067704,541010,445985,397940,445148,1.120734282,0.893949877,408280,229250,179030,1110,-6357,14149,-24956,6937,0.002488873,-0.015570197,-0.035508015,1.092350838,0.56150191,0.031725282,-0.055957039,0.015554335,-10807
三ツ星ベルト,1,1.107399492,82911,74870,64862,71051,1.154296815,0.912893555,118963,32086,86877,7640,6380,9044,-7380,-3245,0.102043542,0.05363012,0.073437158,0.629355346,0.269714113,0.120796046,-0.098570856,-0.043341792,1664
バンドー化学,1,1.105222734,103608,93744,81371,90247,1.15205663,0.9016477,116381,43952,72429,2665,1211,9591,-534,-9942,0.028428486,0.010405479,0.016719822,0.805492305,0.377656147,0.102310548,-0.005696365,-0.106054788,9057
日本板硝子,1,1.271331473,763521,600568,499224,556178,1.203003061,0.897597532,939281,769926,169355,19980,4134,45061,-22787,-20823,0.033268506,0.004401239,0.024410262,0.639391194,0.819697194,0.075030638,-0.037942415,-0.034672177,22274
有沢製作所,0,0.991482745,42722,43089,46439,45970,0.927862357,1.010202306,68689,20723,47965,3320,3911,5901,2869,-4042,0.077049827,0.056937792,0.081538622,0.627305682,0.301693139,0.136949105,0.066583119,-0.093805844,8770
住友大阪セメント,1,1.111264922,204705,184209,239274,245159,0.769866346,0.97599517,331107,127934,203173,6878,9674,18255,-16062,-7995,0.037338024,0.029217141,0.047614594,0.556342814,0.38638265,0.099099393,-0.087194437,-0.043401788,2193
太平洋セメント,1,1.143096381,809542,708201,863903,884350,0.819769118,0.976879064,1103007,558208,544799,46701,28971,71191,-83919,-3742,0.065943143,0.026265472,0.05317741,0.642063922,0.506078384,0.100523721,-0.11849602,-0.005283811,-12728
リソルホールディングス,0,1.055449239,22061,20902,19534,20611,1.07003174,0.947746349,39056,25375,13680,685,474,2289,-1711,-1438,0.032771984,0.01213642,0.034649123,0.535180254,0.649708111,0.109511052,-0.081858195,-0.068797244,578
日本ヒューム,0,1.080505746,31876,29501,30446,35051,0.96896144,0.868620011,52121,15186,36935,1449,2136,972,561,-823,0.049116979,0.040981562,0.057831325,0.566009862,0.291360488,0.032948036,0.019016305,-0.027897359,1533
日本コンクリート工業,1,1.118414387,52986,47376,48877,45824,0.969290259,1.066624476,75003,36330,38672,1228,876,2879,-3590,532,0.025920297,0.011679533,0.022652048,0.631654734,0.484380625,0.060769166,-0.075776765,0.011229314,-711
